word	emotion
战争狂	negative
虚荣心	negative
贪图	negative
文过饰非	negative
奚落	negative
反悔	negative
愚蠢	negative
屈节	negative
祸心	negative
不肖	negative
奸滑	negative
谲诈	negative
自高自大	negative
狷急	negative
死心眼	negative
惰性	negative
庇护	negative
凝滞	negative
俗气	negative
爱面子	negative
班门弄斧	negative
莽撞	negative
愚拙	negative
痴愚	negative
道貌岸然	negative
张狂	negative
狎昵	negative
放浪	negative
粗率	negative
娇贵	negative
吊儿郎当	negative
疲沓	negative
鬼头鬼脑	negative
耍心眼儿	negative
嘲笑	negative
放任	negative
吹毛求疵	negative
贪欲	negative
缓慢	negative
置之不顾	negative
迂缓	negative
蛮干	negative
等因奉此	negative
吃独食	negative
干枯	negative
鸟尽弓藏	negative
优柔	negative
管窥所及	negative
失实	negative
无关紧要	negative
好高鹜远	negative
欠佳	negative
白搭	negative
报复	negative
簸弄	negative
残品	negative
忌惮	negative
轻描淡写	negative
馋鬼	negative
沉冤	negative
痴呆	negative
抽抽儿	negative
吹拍	negative
蠢人	negative
耽误	negative
敌意	negative
垫背	negative
蠹弊	negative
恶语	negative
发疯	negative
反派	negative
拂意	negative
告吹	negative
逛荡	negative
道别	negative
荒芜	negative
回护	negative
昏聩	negative
夹带	negative
骄躁	negative
倨傲	negative
空文	negative
离乱	negative
溜边	negative
沦陷	negative
抛荒	negative
炮灰	negative
偏护	negative
飘零	negative
破脸	negative
迁就	negative
潜逃	negative
戕贼	negative
强逼	negative
窃据	negative
圈拢	negative
失信	negative
示弱	negative
疏放	negative
私图	negative
死棋	negative
夙仇	negative
逃票	negative
停滞	negative
偷窃	negative
颓放	negative
枉法	negative
妄为	negative
为害	negative
违宪	negative
污染	negative
误导	negative
瞎抓	negative
小报告	negative
懈劲	negative
虚夸	negative
虚诈	negative
喧扰	negative
血腥	negative
阉割	negative
要不得	negative
夷灭	negative
殷忧	negative
阴损	negative
油水	negative
淤积	negative
迂远	negative
愚傻	negative
遇难	negative
越权	negative
杂糅	negative
人琴俱亡	negative
忧虑	negative
落寞	negative
魔鬼	negative
游荡	negative
任其自流	negative
委琐	negative
禽兽	negative
闭关锁国	negative
轻狂	negative
污秽	negative
窝囊废	negative
惨然	negative
痛苦	negative
怪话	negative
匪徒	negative
如临大敌	negative
夙嫌	negative
势利眼	negative
儿女情长	negative
不要脸	negative
夹生	negative
下场	negative
引咎	negative
不屑一顾	negative
造次	negative
覆辙	negative
煽惑	negative
仇恨	negative
嫌疑	negative
阎王	negative
黑心	negative
废话	negative
忧闷	negative
自以为是	negative
泥塑木雕	negative
歪曲	negative
顾盼自雄	negative
陷阱	negative
朝令夕改	negative
压榨	negative
不仁	negative
胡搅蛮缠	negative
千疮百孔	negative
浮泛	negative
侵越	negative
拂袖而去	negative
抢救	negative
声讨	negative
索贿	negative
朽败	negative
淫乐	negative
蒙昧	negative
反革命	negative
疲敝	negative
孽种	negative
缪说	negative
内讧	negative
烂污	negative
逆流	negative
教条	negative
揩油	negative
剌戾	negative
舛误	negative
横逆	negative
讹谬	negative
搀假	negative
空洞无物	negative
暗昧	negative
师出无名	negative
管中窥豹	negative
妖里妖气	negative
高傲	negative
丧德	negative
酒后之勇	negative
虐待	negative
排挤	negative
指桑骂槐	negative
抹杀	negative
欺软怕硬	negative
漠然置之	negative
泛滥	negative
盲从	negative
欲速则不达	negative
过犹不及	negative
拙口钝腮	negative
不知薡蕫	negative
以己度人	negative
兴师动众	negative
一知半解	negative
遮人耳目	negative
泣数行下	negative
倚势凌人	negative
噫呜流涕	negative
摄威擅势	negative
高谈阔论	negative
顺风使帆	negative
以汤止沸	negative
藏头露尾	negative
万死一生	negative
黄粱梦	negative
粤犬吠雪	negative
附赘悬疣	negative
剑树刀山	negative
弊端	negative
觊觎	negative
被猎人追赶的金鹿－慌里慌张	negative
没头没脑	negative
醋坛子	negative
落汤的螃蟹－手忙脚乱	negative
谤书	negative
嗟悔无及	negative
忧心忡忡	negative
惶惑	negative
神经质	negative
惟我独尊	negative
疲惫	negative
煽诱	negative
棘手	negative
愁苦	negative
左右为难	negative
阴郁	negative
惊恐	negative
怯生生	negative
宿怨	negative
狗仗人势	negative
冤仇	negative
悲戚	negative
凄恻	negative
气冲斗牛	negative
肝火	negative
怒冲冲	negative
骂不绝口	negative
娇纵	negative
吝惜	negative
输理	negative
难以沟通	negative
清贫	negative
渣滓	negative
漫无目的	negative
死里逃生	negative
酸不溜丢	negative
歪歪扭扭	negative
大大咧咧	negative
悲悯	negative
愁容满面	negative
愤愤然	negative
治罪	negative
火尽灰冷	negative
若有所失	negative
灰头土脸	negative
骇愕	negative
凄怨	negative
闹脾气	negative
瞧不上眼	negative
玩世不恭	negative
精神不振	negative
泥沙俱下	negative
脾气暴	negative
出气	negative
仇人相见,分外眼红	negative
短命	negative
恨入骨髓	negative
血海深仇	negative
切齿痛恨	negative
沉闷	negative
空虚	negative
懊恼	negative
复杂	negative
愁绪如麻	negative
坐愁行叹	negative
扫地以尽	negative
熬煎	negative
娇羞	negative
火烧火燎	negative
手足失措	negative
仓卒之际	negative
积重难返	negative
充斥	negative
燕巢幕上	negative
行百里者半九十	negative
螳螂捕蝉，黄雀在后	negative
经纬万端	negative
后继乏人	negative
名高难副	negative
皮里春秋	negative
水火无情	negative
裘敝金尽	negative
食藿悬鹑	negative
桑榆之光，礼无远照	negative
两瞽相扶	negative
眉来语去	negative
疯了	negative
破旧	negative
败将	negative
堆砌	negative
魂不附体	negative
凑合	negative
惨淡	negative
言过其实	negative
凹凸不平	negative
手头紧	negative
无助	negative
不为人知	negative
不易	negative
找茬	negative
揭不开锅	negative
冷冷	negative
零丁	negative
崎岖不平	negative
崎岖	negative
别无长物	negative
投降	negative
鹑衣百结	negative
呼幺喝六	negative
背后	negative
落网	negative
消沉	negative
不容置喙	negative
冠鸡佩猳	negative
瞧不起	negative
看不起	negative
相判云泥	negative
查无实据	negative
皮开肉绽	negative
一命呜呼	negative
祸起肘腋之间	negative
落草为寇	negative
宰割	negative
怒叱	negative
恼恨	negative
侮蔑	negative
居心叵测	negative
一着不慎，满盘皆输	negative
漫天要价	negative
聚敛无厌	negative
偏私	negative
过分	negative
争嘴	negative
叱问	negative
呵斥	negative
劳役	negative
口舌	negative
涩苦	negative
招致不幸	negative
沮丧	negative
昙花一现	negative
自相鱼肉	negative
不毛之地	negative
才高运蹇	negative
被发左衽	negative
衰萎	negative
抑郁	negative
荒寂	negative
绑匪	negative
饿殍枕藉	negative
凶横	negative
严苛	negative
妖魔	negative
咒骂	negative
罪愆	negative
唯命是听	negative
铁公鸡一毛不拔	negative
偷偷	negative
委靡不振	negative
不仁不义	negative
有一套	negative
吆三喝四	negative
刁赖	negative
腐臭	negative
假仁假义	negative
尖嘴猴腮	negative
拿腔拿调	negative
煮豆燃萁	negative
肉了叭叽	negative
老谋深算	negative
脏乱差	negative
恩断义绝	negative
重足而立，侧目而视	negative
悻悻	negative
穷奢极欲	negative
下流	negative
怨悔	negative
苛捐杂税	negative
心怀鬼胎	negative
欺人自欺	negative
贪官蠹役	negative
市井之徒	negative
贪生怕死	negative
轻诺寡信	negative
肠肥脑满	negative
嫌贫爱富	negative
造谤生事	negative
忍心害理	negative
杀人如蓺	negative
求全之毁	negative
临阵脱逃	negative
望风而逃	negative
惹事招非	negative
作奸犯科	negative
洗垢球瘢	negative
三头两面	negative
斗鸡走狗	negative
城狐社鼠	negative
百般奉承	negative
迷昏汤	negative
貌似公正	negative
见钱眼开	negative
贪夫殉财	negative
诛求无厌	negative
狡滑	negative
挑衅	negative
心毒	negative
倚老卖老	negative
褊狭	negative
油嘴	negative
粗制滥造	negative
言而无信	negative
阿谀	negative
养痈贻患	negative
蒙混	negative
撒刁	negative
辱没	negative
无钱吃酒，妒人面赤	negative
不值一哂	negative
专制	negative
垂涎三尺	negative
贪婪无厌	negative
孬种	negative
奸宄	negative
花花公子	negative
荒淫无耻	negative
狡辩	negative
尔诈我虞	negative
耍手段	negative
投其所好	negative
千夫所指	negative
扒皮	negative
背叛	negative
敝屣	negative
狡猾	negative
扬扬自得	negative
扯白	negative
称大	negative
侈糜	negative
丑行	negative
穿凿	negative
粗浮	negative
催迫	negative
恫吓	negative
毒计	negative
犯贱	negative
放恣	negative
非礼	negative
匪穴	negative
姑宽	negative
官气	negative
胡扯	negative
花腔	negative
贿选	negative
坑蒙	negative
劣迹	negative
卖友	negative
冒渎	negative
灭口	negative
谋陷	negative
奴役	negative
扒手	negative
入侵	negative
贪生	negative
外祸	negative
吸毒	negative
嫌憎	negative
遭难	negative
争宠	negative
阻塞	negative
含混不清	negative
黑洞洞	negative
絮叨	negative
令人不安	negative
乱腾腾	negative
上火	negative
伤怀	negative
苦水	negative
长吁短叹	negative
多愁善感	negative
覆盆之冤	negative
聒耳	negative
只鸾单凤	negative
埋怨	negative
怨言	negative
笨重	negative
炎热	negative
磨磨蹭蹭	negative
打岔	negative
唠叨	negative
掉价	negative
烦冗	negative
迷途	negative
乞怜	negative
拖累	negative
怨偶	negative
愧汗	negative
犯急	negative
惊惧	negative
丧胆	negative
日坐愁城	negative
窘促	negative
做贼心虚	negative
叹惋	negative
罗掘俱穷	negative
玉石俱焚	negative
力不从心	negative
倒戈卸甲	negative
树倒猢狲散	negative
徒劳	negative
无理取闹	negative
臆测	negative
诅咒	negative
低声下气	negative
迷离倘恍	negative
窃位素餐	negative
鱼烂而亡	negative
卑鄙无耻	negative
利欲熏心	negative
论调	negative
朋比为奸	negative
欺侮	negative
诬告	negative
罪行	negative
寄生虫	negative
二奶	negative
冷嘲热讽	negative
谬种	negative
贱骨头	negative
低贱	negative
碍眼	negative
死气沉沉	negative
溽暑	negative
一场春梦	negative
邪魔外道	negative
桀犬吠尧	negative
费尽心机	negative
一蹶不振	negative
阴魂不散	negative
狐疑未决	negative
笑面夜叉	negative
妖言惑众	negative
一手包办	negative
张眉努眼	negative
谄上欺下	negative
消磨岁月	negative
弃甲曳兵	negative
牛头马面	negative
穿窬之盗	negative
血流漂杵	negative
娼妓	negative
窜扰	negative
盗寇	negative
得计	negative
独夫	negative
恶名	negative
贩黄	negative
勾连	negative
拐卖	negative
裹乱	negative
海匪	negative
黑钱	negative
禁锢	negative
狂吠	negative
累赘	negative
流言	negative
娄子	negative
掳掠	negative
乱套	negative
伤神	negative
添乱	negative
凶手	negative
怨府	negative
无赖	negative
无赖	negative
胆颤心惊	negative
惊险	negative
望风捕影	negative
可叹	negative
自相矛盾	negative
懵懵懂懂	negative
杂七杂八	negative
无所畏忌	negative
先意承志	negative
老朽	negative
排场	negative
意气	negative
漠漠	negative
落花流水	negative
折磨	negative
水中捞月	negative
辣手	negative
不是味儿	negative
亡命	negative
面黄肌瘦	negative
别别扭扭	negative
顺口	negative
惨绝人寰	negative
别扭	negative
垂头丧气	negative
七上八下	negative
数米而炊	negative
左袒	negative
不平	negative
漆黑一团	negative
伪装	negative
轻飘	negative
辣手	negative
天昏地暗	negative
掣肘	negative
不济事	negative
随心所欲	negative
丢人	negative
粗犷	negative
恹恹	negative
兴叹	negative
行贿	negative
幸臣	negative
虚空	negative
絮絮	negative
狐群狗党	negative
意马心猿	negative
因公假私	negative
音信杳无	negative
淫心匿行	negative
饮冰内热	negative
鹰击毛挚	negative
营私罔利	negative
有志无时	negative
有气没力	negative
有嘴没舌	negative
诱秦诓楚	negative
予取予携	negative
鱼游釜内	negative
鱼龙曼延	negative
鱼惊鸟散	negative
逾墙窥蠙	negative
榆瞑豆重	negative
雨歇云收	negative
语近词冗	negative
玉惨花愁	negative
鬻鸡为凤	negative
元恶大奸	negative
托庇	negative
拖后腿	negative
玩狎	negative
王八	negative
为难	negative
陪了夫人又折兵	negative
面墙而立	negative
绵力薄材	negative
梧鼠五技	negative
翻来覆去	negative
隔墙有耳	negative
狠吞虎咽	negative
系风捕影	negative
十步九回头	negative
趑趄不前	negative
依样画葫芦	negative
事不关己，高高挂起	negative
撮盐入火	negative
不置褒贬	negative
喏喏连声	negative
闭门羹	negative
不见棺材不落泪	negative
硁砭之愚	negative
送去迎来	negative
送旧迎新	negative
随波逐浪	negative
遂迷忘反	negative
损上益下	negative
踏故習常	negative
贪功起釁	negative
贪位慕禄	negative
饕口馋舌	negative
桃李之馈	negative
腾云驾雾	negative
鶗鴂彫卉	negative
天方夜谭	negative
天年不遂	negative
添枝加叶	negative
挑三拨四	negative
挑脣料嘴	negative
同流合汙	negative
同尘合汙	negative
头昏脑眩	negative
头梢自领	negative
头痛额热	negative
投卵击石	negative
糖衣炮弹	negative
逃难	negative
套交情	negative
触目	negative
村学究语	negative
寸长尺技	negative
打死虎	negative
大吆小喝	negative
大头小尾	negative
代越庖俎	negative
担惊受恐	negative
诞幻不经	negative
弹空说嘴	negative
刀光血影	negative
倒打一耙	negative
倒执手版	negative
道东说西	negative
道微德薄	negative
道殣相属	negative
得不偿丧	negative
雕虫小巧	negative
彫虫篆刻	negative
蹀躞不下	negative
丢三拉四	negative
东游西逛	negative
花枪	negative
怀鬼胎	negative
黄口小儿	negative
恍忽	negative
呱嗒	negative
光蛋	negative
强文假醋	negative
敲竹槓	negative
巧偷豪夺	negative
区闻陬见	negative
雀目鼠步	negative
鹊巢鸠佔	negative
人亡家破	negative
人面狗心	negative
如此而已	negative
入海算沙	negative
三灾六难	negative
三纸无驴	negative
桑中之喜	negative
丧家之狗	negative
山上无老虎，猴子称大王	negative
山穷水绝	negative
讪皮讪脸	negative
伤弓之鸟	negative
舍近求远	negative
身不遇时	negative
身首异地	negative
神眉鬼眼	negative
神号鬼哭	negative
神机鬼械	negative
尸禄素飡	negative
失时落势	negative
失魂荡魄	negative
刺激	negative
从犯	negative
粗活	negative
错别字	negative
打破	negative
震惊	negative
造化小儿	negative
庞眉皓发	negative
愁眉啼妆	negative
漆身吞炭	negative
油头滑脑 	negative
衷曲	negative
少气无力	negative
烟视媚行	negative
舌敝唇焦	negative
筋疲力尽	negative
头重脚轻	negative
力不胜任	negative
无从下手	negative
心荡神迷	negative
一则以喜，一则以惧	negative
叨在知己	negative
抚心自问	negative
怒火中烧	negative
惯愤不平	negative
痛定思痛	negative
惙怛伤悴	negative
报丧	negative
暴风雨	negative
悲歌	negative
背气	negative
崩漏	negative
鼻咽癌	negative
壁上观	negative
贬责	negative
误事	negative
西洋景	negative
稀糟	negative
戏耍	negative
细作	negative
下第	negative
下台	negative
闲工夫	negative
嫌隙	negative
险滩	negative
现行犯	negative
洒狗血	negative
散落	negative
丧礼	negative
扫灭	negative
瑟瑟	negative
傻劲儿	negative
伤亡	negative
紧绷绷	negative
京京	negative
改窜	negative
假托	negative
披麻救火	negative
飘茵落溷	negative
贫贱骄人	negative
破卵倾巢	negative
七窍冒火	negative
奇想天开	negative
骑鹤维扬	negative
弃义倍信	negative
千灾百难	negative
牵萝莫补	negative
前功尽灭	negative
默哀	negative
依仗	negative
贻误	negative
应付	negative
御用	negative
原子炸弹	negative
云翳	negative
晕车	negative
砸饭碗	negative
糟改	negative
存亡绝续	negative
福无双至	negative
积羽沉舟	negative
首当其冲	negative
象齿焚身	negative
不足为据	negative
强颜为笑	negative
有钱使得鬼推磨	negative
钻皮出羽	negative
强死强活　	negative
未能免俗	negative
立足之地	negative
九霄云外	negative
手泽之遗	negative
海市蜃楼	negative
污泥浊水	negative
不足	negative
裁汰	negative
残疾	negative
插脚	negative
搀和	negative
引车卖浆	negative
营私植党	negative
游蜂戏蝶	negative
游戏翰墨	negative
有我无人	negative
有气无力	negative
有声没气	negative
予智予雄	negative
鱼龙漫衍	negative
逾墙钻穴	negative
愚夫蠢妇	negative
雨泣云愁	negative
雨愁烟恨	negative
语言无味	negative
玉石不分	negative
遇事生端	negative
鬻宠擅权	negative
元奸巨恶	negative
各为其主	negative
竭泽而渔	negative
糊涂	negative
乳臭末干	negative
蔽聪塞明	negative
有限如盲	negative
驽马铅刀	negative
庸医杀人	negative
寡闻少见	negative
浅见	negative
坎井之蛙	negative
了不长进	negative
东张西望	negative
大声疾呼	negative
指桑骂槐 	negative
徒宅忘妻	negative
以指挠沸	negative
锋芒不露	negative
闭目塞听	negative
以耳代目	negative
一棍子打死	negative
扣槃扪烛	negative
奉行故事	negative
以古非今	negative
知白守黑	negative
作壁上观	negative
落落穆穆	negative
听任	negative
大题小做	negative
不相闻问杜门谢客	negative
捩手覆羹	negative
伶仃孤苦	negative
零丁孤苦	negative
令原之戚	negative
流水落花	negative
流离颠疐	negative
柳眉剔竖	negative
六畜不安	negative
龙血玄黄	negative
龙首豕足	negative
镂冰雕朽	negative
镂脂翦楮	negative
鹿皮苍璧	negative
鸾孤凤只	negative
乱坠天花	negative
论短道长	negative
履舄交错	negative
麻痹大意	negative
马去马归	negative
骂天咒地	negative
买爵贩官	negative
卖主求荣	negative
卖官卖爵	negative
谩藏诲盗	negative
漫天过海	negative
盲人说象	negative
毛发悚然	negative
貌是心非	negative
没没无闻	negative
没眉没眼	negative
门堪罗雀	negative
黾穴鸲巢	negative
迷而不反	negative
迷魂淫魄	negative
靡衣偷食	negative
靡然顺风	negative
如意算盘	negative
如蹈水火	negative
乳臭未除	negative
入主出奴	negative
枘圆凿方	negative
三人成虎	negative
三长四短	negative
三从四德	negative
丧魂失魄	negative
山穷水断	negative
扇风点火	negative
伤化败俗	negative
舍近即远	negative
射利沽名	negative
身心交瘁	negative
深仇宿怨	negative
深奸巨猾	negative
神郁气悴	negative
尸禄素餐	negative
失张失志	negative
失精落彩	negative
古董	negative
故纸堆	negative
官话	negative
褪套儿	negative
托马斯主义	negative
玩儿完	negative
亡国	negative
忘形	negative
微词	negative
局高蹐厚	negative
踽踽凉凉	negative
卷席而葬	negative
决疣溃痈	negative
觉人觉世	negative
刻骨崩心	negative
口耳相传	negative
叩心泣血	negative
枯木死灰	negative
狂三诈四	negative
来者不善，善者不来	negative
狼子兽心	negative
狼突豕窜	negative
狼餐虎噬	negative
狼顾麕惊	negative
劳身焦思	negative
乐昌分镜	negative
乐极悲生	negative
冷窗冻壁	negative
离乡别土	negative
离鸾别鹤	negative
连宵达旦	negative
连篇累帧	negative
敛手屏足	negative
脸红筋暴	negative
两肩荷口	negative
两头三绪	negative
辽东豕	negative
富贵浮云	negative
落落难合	negative
手足重茧	negative
猪突豨勇	negative
死不足惜	negative
人弃我取	negative
莫测高深	negative
曾经沧海	negative
不以为耻	negative
威信扫地	negative
长袖善舞	negative
同恶相求	negative
簧舌	negative
回禄	negative
浑蛋	negative
见风是雨	negative
见溺不救	negative
见弹求鹗	negative
江山易改，秉性难移	negative
江湖骗子	negative
降颜屈体	negative
骄奢淫泆	negative
焦眉愁眼	negative
桀傲不驯	negative
借交报仇	negative
今日有酒今日醉	negative
金瓶落井	negative
进退失措	negative
进退狐疑	negative
进退无途	negative
进退维艰	negative
惊心丧魄	negative
惊慌无措	negative
胫大於股	negative
鸠夺鹊巢	negative
酒食徵逐	negative
居利思义	negative
质伛影曲	negative
智小谋大	negative
钟鼎之家	negative
众口纷纭	negative
重财轻义	negative
骤不及防	negative
诛求无度	negative
助桀为恶	negative
抓乖卖俏	negative
拽巷逻街	negative
追根问底	negative
坠溷飘茵	negative
拙嘴笨腮	negative
捉衿见肘	negative
锱铢较量	negative
祖龙之虐	negative
钻穴逾隙	negative
钻隙逾墙	negative
醉死梦生	negative
左建外易	negative
作舍道边	negative
坐失机宜	negative
坐卧不安	negative
做鬼做神	negative
哀告	negative
安厝	negative
乱坟岗	negative
麻痹	negative
孤恩负德	negative
如蚁附膻	negative
撒娇撤痴	negative
贼喊捉贼	negative
横眉竖眼	negative
为富不仁	negative
离经叛道	negative
退有后言	negative
虚词诡说	negative
言行相诡	negative
矜功自伐	negative
煞有介事	negative
耀武扬威	negative
贪多务得	negative
欲望难填	negative
卖李钻核	negative
数米量柴	negative
游闲公子	negative
无精汀采	negative
无影无踪	negative
偏信则暗	negative
结驷连骑	negative
食不厌精，脍不厌细	negative
同气相求	negative
俟河之清	negative
颂古非今	negative
随波逐尘	negative
碎尸万段	negative
损之又损	negative
贪生畏死	negative
贪财好色	negative
探头探脑	negative
饕风虐雪	negative
讨是寻非	negative
天下乌鸦一般黑	negative
天打雷劈	negative
天年不测	negative
天高皇帝远	negative
添枝接叶	negative
恬不知羞	negative
挑三豁四	negative
挺胸凸肚	negative
同敝相济	negative
偷合苟从	negative
头上安头	negative
头昏脑胀	negative
头痒搔跟	negative
头晕目眩	negative
投畀豺虎	negative
斗而铸锥	negative
豆萁相煎	negative
毒泷恶雾	negative
独是独非	negative
杜口绝言	negative
度日如岁	negative
多凶少吉	negative
阿意取容	negative
额蹙心痛	negative
恶声恶气	negative
凡偶近器	negative
放刁把滥	negative
飞灾横祸	negative
飞蛾扑火	negative
非驴非马	negative
分斤拨两	negative
焚林而畋	negative
焚琴煮鹤	negative
风雨如磐	negative
风木之思	negative
狠命	negative
花花世界	negative
低能儿	negative
敌台	negative
抵罪	negative
地主阶级	negative
掉舌	negative
血案	negative
血肿	negative
牙龈	negative
郎当	negative
亏空	negative
困处	negative
抛脸	negative
跑反	negative
赔小心	negative
偏食	negative
骈枝	negative
重兵	negative
逐客令	negative
主要矛盾	negative
抓茬儿	negative
壮胆	negative
追悼	negative
惴惴	negative
着忙	negative
抢地呼天	negative
强弩之极	negative
强文浉醋	negative
敲冰求火	negative
曲意迎合	negative
鹊巢鸠居	negative
惹事生非	negative
人心不古	negative
人莫予毒	negative
日落西山	negative
歉仄	negative
抢白	negative
跷蹊	negative
窃窃	negative
情绪	negative
穷措大	negative
囚车	negative
求救	negative
曲折	negative
无精打彩	negative
舞文饰智	negative
惜指失掌	negative
嘻笑怒骂	negative
夏虫语冰	negative
先意承颜	negative
闲神野鬼	negative
衒玉自售	negative
乡壁虚造	negative
橡茹藿歠	negative
鸮啼鬼啸	negative
小丑跳梁	negative
胁肩絫足	negative
心如刀剉	negative
心神不宁	negative
心慌意急	negative
心殒胆落	negative
心惊胆寒	negative
耍子	negative
两面派	negative
列强	negative
流血	negative
丑婆子	negative
蹙蹙靡骋	negative
打鸡骂狗	negative
大煞风景	negative
呆似木鸡	negative
带减腰围	negative
戴高帽兒	negative
单忧极瘁	negative
胆小如豆	negative
胆寒发竖	negative
党同伐异	negative
岛瘦郊寒	negative
倒持戈矛	negative
道尽涂殚	negative
道听耳食	negative
得步进步	negative
低头哈腰	negative
雕虫末伎	negative
钓名要誉	negative
调嘴调舌	negative
丢魂丢魄	negative
东抄西袭	negative
东家效颦	negative
东诓西骗	negative
逃奔	negative
逃亡	negative
天晓得	negative
跼天蹐地	negative
拒人千里	negative
距人千里	negative
撧耳揉腮	negative
撅坑撅堑	negative
开门延盗	negative
开锣喝道	negative
慷慨悲歌	negative
克伐怨欲	negative
口如悬河	negative
口沸目赤	negative
扣壶长吟	negative
枯本竭源	negative
枯鱼病鹤	negative
刳胎杀夭	negative
胯下蒲伏	negative
款学寡闻	negative
狂朋恠友	negative
溃兵游勇	negative
拉大旗作虎皮	negative
狼羊同饲	negative
狼狈周章	negative
狼嚎鬼叫	negative
浪迹萍踪	negative
劳筋苦骨	negative
乐往哀来	negative
乐嗟苦咄	negative
离本依末	negative
离乡背土	negative
利灾乐祸	negative
轹釜待炊	negative
连明达夜	negative
连理分枝	negative
连篇絫牍	negative
敛声屏息	negative
脸无人色	negative
两面二舌	negative
临深履薄	negative
便宜行事	negative
惹草拈花	negative
貂裘换酒	negative
一唱一和	negative
强压	negative
悄没声儿	negative
翘辫子	negative
且慢	negative
侵蚀作用	negative
清减	negative
顷刻	negative
穷愁	negative
求人	negative
手重	negative
耍钱	negative
无独有偶	negative
析律舞文	negative
洗垢求瑕	negative
下陵上替	negative
闲愁万种	negative
涎言涎语	negative
嫌好道恶	negative
枭蛇鬼怪	negative
小黠大痴	negative
邪门歪道	negative
心不应口	negative
心浮气粗	negative
心寒胆战	negative
兴妖作乱	negative
哭穷	negative
赖帐	negative
亏本	negative
披毛求疵	negative
片甲不回	negative
飘樊落溷	negative
贫嘴薄舌	negative
曝骨履肠	negative
欺君罔上	negative
其势汹汹	negative
骑鹤上扬州	negative
乞穷俭相	negative
气急败丧	negative
气断声吞	negative
弃家荡产	negative
弃旧怜新	negative
千人所指	negative
迁臣逐客	negative
前门去虎，后门进狼	negative
不中	negative
裁处	negative
残废	negative
藏掖	negative
贻害	negative
原子武器	negative
怨望	negative
杂霸	negative
遭遇	negative
贼脏	negative
鼎鱼幕燕	negative
凶多吉少	negative
祸福无门	negative
山高水低	negative
陷身囹圄	negative
外强中干	negative
直木先伐	negative
奉头鼠窜	negative
世风日下	negative
自用则小	negative
千呼万唤　	negative
备位充数　	negative
竖子成名　	negative
繁文缛节　	negative
列风淫雨	negative
月明千里	negative
一草一木	negative
剖腹藏珠	negative
团团转	negative
食少事烦	negative
民怨	negative
磨洋工	negative
木讷	negative
仲裁	negative
重活	negative
住手	negative
转脸	negative
装腔	negative
追逼	negative
追踪	negative
哀鸿遍地	negative
爱富嫌贫	negative
碍口识羞	negative
暗箭伤人	negative
拔苗助长	negative
跋扈飞扬	negative
白发千丈	negative
百弊丛生	negative
百身莫赎	negative
败俗伤风	negative
半上落下	negative
帮虎吃食	negative
薄唇轻言	negative
卑谄足恭	negative
杯影蛇弓	negative
悲声载道	negative
背义忘恩	negative
眩晕	negative
血泪	negative
哑巴亏	negative
志广才疏	negative
智者见智，仁者见仁	negative
踵足相接	negative
众说纷纭	negative
重气轻命	negative
诪张为幻	negative
昼吟宵哭	negative
诛尽杀绝	negative
铢施两较	negative
猪朋狗友	negative
逐物不还	negative
杼柚之空	negative
铸木镂冰	negative
抓破面皮	negative
专欲难成	negative
转战千里	negative
追亡逐北	negative
追根溯源	negative
追懽卖笑	negative
捉衿露肘	negative
擢筋剥肤	negative
龇牙裂嘴	negative
足茧手胝	negative
钻山塞海	negative
钻穴逾墙	negative
钻懒帮閒	negative
左支右吾	negative
作奸犯罪	negative
坐井窥天	negative
坐而待弊	negative
坐卧针氈	negative
做刚做柔	negative
哀启	negative
反面无情	negative
庸言庸行	negative
脏心烂肺	negative
谋财害命	negative
率兽食人	negative
叛逆	negative
故作高深	negative
闪烁其辞	negative
自卖自夸	negative
假相	negative
言而无情	negative
骄傲	negative
炫耀	negative
放荡不羁	negative
前倨后恭	negative
一钱如命	negative
坐地分脏	negative
不稼不穑	negative
不坚定	negative
日食万钱	negative
一掷百万	negative
见风使帆	negative
江山好改，本性难移	negative
江淹才尽	negative
浇淳散朴	negative
骄奢放逸	negative
焦思苦虑	negative
焦脣乾肺	negative
狡焉思肆	negative
桀贪骜诈	negative
截趾適履	negative
解衣包火	negative
斤斤较量	negative
进退迍邅	negative
进退无依	negative
进退路穷	negative
进锐退速	negative
惊心眩目	negative
惊心骇目	negative
惊肉生髀	negative
惊魂夺魄	negative
井管拘墟	negative
镜分鸾凤	negative
鸠佔鹊巢	negative
九阍虎豹	negative
救燎助薪	negative
局天扣地	negative
乱麻麻	negative
马糊	negative
至毒	negative
褎如充耳	negative
鬓乱钗横	negative
视丹如绿	negative
饥肠辘辘	negative
迷头认影	negative
思深忧远	negative
跋前踬后	negative
无可奈何	negative
不知轻重	negative
急于求成	negative
中心摇摇	negative
魂不守舍	negative
揎拳捋袖	negative
怏怏不乐	negative
万箭攒心	negative
五内俱焚	negative
复仇	negative
抱病	negative
暴举	negative
悲剧	negative
背债	negative
奔突	negative
崩塌	negative
避讳	negative
东捞西摸	negative
东闯西踱	negative
斗挹箕扬	negative
钝口拙腮	negative
阿世取容	negative
饿死事小，失节事大	negative
发上指冠	negative
翻手云覆手雨	negative
饭囊衣架	negative
放僻邪侈	negative
飞蛾投火	negative
分金掰两	negative
风言醋语	negative
风雨漂摇	negative
风中秉烛	negative
河蟹	negative
黑暗	negative
鸿门宴	negative
忽悠	negative
虎穴	negative
